dataset_index,full_name,pdes,neo,a,e,i,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
55067, 55068 (2001 QX83),55068,N,3.258253693022584,0.2233188060176117,20.59953131128568,1.5537,11.249,378665184302609.75,37866518430260.98,0.9999,C,0.9999,991270115975418.1,9.131900077047815,58163.146674083764,55000.0,1372234.3724535573,618.6440677966102,2129.593220338983,928.7118644067797,3676.9491525423728,1432519797.2030275,58157.33035941636,1432461639.872668,291583853.0440517,True,direct_cheaper_than_mining,-1432461639.872668,-1140877786.8286164,10.066938131532847
599859,       (2010 CP203),2010 CP203,N,2.467137510952817,0.0405843716556366,14.32031184823158,1.37846,2.669,5057773161367.824,505777316136.7825,0.9999,C,0.9999,13240243877926.24,6.448892651240527,56850.60522202321,55000.0,813931.4221530589,388.135593220339,1386.7118644067796,433.93220338983053,2208.779661016949,874100719.8888668,56844.92016150101,874043874.9687053,288259862.878818,True,direct_cheaper_than_mining,-874043874.9687053,-585784012.0898874,6.047309133516629
246499,246500 (2008 AE45),246500,N,2.624253054147683,0.1413902260174122,11.58364212230789,1.29309,3.312,9664616165898.828,966461616589.8828,0.9999,C,0.9999,25300042319106.88,6.797163778512532,66441.33952019982,55000.0,944905.6539200111,388.135593220339,841.9322033898304,372.08474576271186,1602.1525423728813,1005102194.2960265,66434.6953862478,1005035759.6006402,312548243.5882125,True,direct_cheaper_than_mining,-1005035759.6006402,-692487516.0124277,4.38645459924129
5143,  5144 Achates (1991 XX),5144,N,5.196490869104852,0.272967633848167,8.912930839989421,2.76504,80.958,1.4115391835409792e+17,1.4115391835409792e+16,0.9999,C,0.9999,3.6951287527250765e+17,10.553059838992516,56930.610018873864,55000.0,1662981.0411937295,1310.1694915254238,148.57627118644066,1114.2542372881355,2573.0,1723326941.2502978,56924.916957871974,1723270016.33334,288462473.7430201,True,direct_cheaper_than_mining,-1723270016.33334,-1434807542.5903199,7.044490075290897
405873,405874 (2006 DK200),405874,N,2.324326042768706,0.1911761529078365,22.6289598424997,0.969765,1.824,1614314427474.4392,161431442747.44394,0.9999,C,0.9999,4225953998624.186,5.515158885928527,71928.97791165033,55000.0,1415508.2436938607,503.3898305084746,1782.915254237288,495.77966101694915,2782.0847457627115,1475802669.408549,71921.78501385917,1475730747.6235352,326445599.7554436,True,direct_cheaper_than_mining,-1475730747.6235352,-1149285147.8680916,7.6169329110546515
17304, 17305 Caniff (4652 P-L),17305,N,4.007581446030617,0.1366756294109238,6.682105563321914,2.48376,25.369,4343338439490213.0,434333843949021.25,0.9999,C,0.9999,1.1369995914895844e+16,9.366025114077742,50780.511774701925,55000.0,1497933.6066075307,791.5254237288136,1337.186440677966,990.5593220338983,3119.271186440678,1558245176.7977052,50775.43372352445,1558194401.3639817,272887448.6291427,True,direct_cheaper_than_mining,-1558194401.3639817,-1285306952.734839,8.540099073075094
602473,       (2010 FE105),2010 FE105,N,2.142072455596784,0.0260252050845797,19.25715692037072,1.08194,2.128,2563471521406.17,256347152140.617,0.9999,C,0.9999,6710658433000.444,7.5118812317599755,66977.03835978365,55000.0,1017851.7432455631,330.50847457627117,594.3050847457627,372.08474576271186,1296.8983050847457,1078063456.408158,66970.34065594767,1077996486.067502,313904892.30319846,True,direct_cheaper_than_mining,-1077996486.067502,-764091593.7643036,3.550714045406559
602355,       (2010 FE78),2010 FE78,N,2.486420142832734,0.3001016537483175,23.48504264887912,0.87613,3.446,10885777305031.578,1088577730503.1578,0.9999,C,0.9999,28496799227831.355,6.613100260177848,39053.95863638302,55000.0,1350661.7021919382,618.6440677966102,396.20338983050846,681.3220338983051,1696.1694915254238,1410942639.825994,39050.05324051938,1410903589.7727535,243190140.98017746,True,direct_cheaper_than_mining,-1410903589.7727535,-1167713448.792576,4.643858977482338
189692,189693 (2001 SO270),189693,N,2.306927338236236,0.2336505874187221,12.32565926492718,0.792539,4.146,18958392898940.58,1895839289894.058,0.9999,C,0.9999,49629300782566.95,6.36415519686421,96812.13218054241,55000.0,897842.9117239711,416.9491525423729,1238.135593220339,557.6271186440678,2212.7118644067796,958029663.0496097,96802.45096732436,957932860.5986423,389461788.64604264,True,direct_cheaper_than_mining,-957932860.5986423,-568471071.9525998,6.058074919662641
603037,       (2010 GC50),2010 GC50,N,2.188443445401512,0.1698288207329941,25.59980396389786,0.844399,2.331,3369305933293.1396,336930593329.31396,0.9999,C,0.9999,8820172600243.82,7.732623404428533,56193.275313249906,55000.0,1442279.9842117622,388.135593220339,1188.6101694915253,619.4745762711864,2196.2203389830506,1502579978.4484782,56187.65598571858,1502523790.7924924,286595185.43290097,True,direct_cheaper_than_mining,-1502523790.7924924,-1215928605.3595915,6.0129235838002755
